,text
2840,백신패스? 6개월? 개 잦같은거 만들고 있네 ㅋㅋㅋㅋ 거리두기나 잘해라. 백신탓 그만하고 븅신들
2841,백신패스(일명 방역패스) 다시 한 번 결사 반대합니다 &gt; 대한민국 청와대 https://t.co/qQaQrwvBtk
2842,"방역패스 관련해서 보다보면 (거의 100% 특정 사이트에서 생긴 의견이겠지만 일단) 인터넷이 만악의 근원이라고 느껴지는게
항상 댓글에 ""코로나 걸려도 안죽음"" ""백신이 더 위험함"" ""방역패스는 인권 침해임"" ""국가가 전체주의를 강조한다"" 이런 개허접스래기 발언밖에 안보임"
2843,백신패스반대! 아이들 생명을 볼모로 당신 뭐 하는 짓이냐! : https://t.co/yHThMJUy0i
2844,"12월 05일 05시 (12월 04일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 70 명
[재원 위중증] 752 명
[신규 입원자] 626 명
[오늘 확진자] 5,352 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
2845,@onlydeath_X_2 것두 그래....방역패스 지침 자체가 그렇게 정해졌나바요..... 1. 접종완료자 2. 음성확인자 3. 접종 및 음성확인 예외 (미성년/기저질환/완치자) 이렇게... 근데 사실 백신 접종 안했으면 다 음성확인 받는게 맞지않나 싶기도 하고(...) 48시간 너무 빡세긴 하지만..... 백신맞았어도 걸리는마당에(
2846,"도, 관광 새싹기업 성과 발표회 개최…위드 코로나 관광상품 제시 #소상공인연합신문  -&gt; 자세히보기https://t.co/TQGKYYAUfM https://t.co/lugvHX4wxg"
2847,"12월 06일 04시 (12월 05일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 43 명
[재원 위중증] 744 명
[신규 입원자] 800 명
[오늘 확진자] 5,128 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
2848,"@twoh72 @happy_CSR_ 학원 대부분 일주일에 1회, 2회 갑니다. 한 반에 4~5명 정도고 마스크 절대 벗지 않아요.
교회는 대규모 인원이 모여 예배하고 식당을 함께 이용합니다.
지금까지 종교집단 감염이 가장 큰 문제였지요. 종교시설을 빼는 건 어불성설입니다.
백신패스 적용하고 맞기싫으면 온라인예배하라고 해야죠."
2849,"12월 04일 15시 (12월 04일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 70 명
[재원 위중증] 752 명
[신규 입원자] 626 명
[오늘 확진자] 5,352 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
2850,위드코로나라서 국힘 당사 당원들 몰려오겠군 지도부 총사퇴하라고
2851,"- 단계적 일상회복에 따른 -
의료 및 방역 후속 대응 계획
일상회복으로의 2차 개편 유보, 4주간 특별방역대책 실시

이번 방역 대책의 핵심은 결국 ‘백신 접종’입니다.
모든 구민이 3차 접종까지 안전하게 완료할 수 있도록
용산구도 끝까지 긴장을 늦추지 않고 최선을 다하겠습니다. https://t.co/Ccd5kmtCuU"
2852,"위드코로나 취소되겠네

오늘 5천명 넘게 나왔던데…"
2853,교화는 백신패스 도입했나?
2854,서울시장은 서울내 시립병원 병상을 동원할 수 있는 권한이 있었구나… 오늘 처음 알았음… 가장 난리가 난 서울의 시장이 조용하길래 단계적 일상 회복 단계에서 지자체장 권한은 없는 줄 알았지…
2855,@TALLGEESE_THREE 백신 패스관서 나온듯
2856,"결사 반대? 바보 아닌가? 백신 맞기 싫어서 죽겠다면 차라리 백신 맞고 살아 남는게 더 좋은거 아닌가?

″결사 반대!″ 커지는 청소년 방역패스 반대 목소리, 난감해 지는 정부 https://t.co/44jJndaB2Y"
2857,@nXXIaiF9lndSUeg 기사글중에서 (“코로나에 대한 적극적인 방역과 단계적 일상 회복의 교집합을 형성해야 하는 어려운시기인만큼 최선을 다해 안전하고 행복한 공연이 될 수 있도록 노력)
2858,"이 샛낀 지 마누라 졸라 패면서 ""사랑해서 그런거니 니가 이해해라""라고 할 샛끼네 이거?

정부가 방역패스를 확대 적용하기로 하자 백신 미접종자들의 불만이 높아지는 가운데 이재갑 한림대 감염내과 교수가 ""방역패스는 미접종자 보호전략""이라며 논란에 선을 그었다. https://t.co/o8KJ4i4hz1"
2859,백신패스관이면 2차 다 맞아야 됨?
2860,"""제주, 코로나 방역 중대고비...백신접종이 유일한 방책"" 
제주도-도의회, 코로나19 확산예방 위한 공동 호소문 발표
""백신접종과 방역패스 필수...미접종자 외부활동 자제 요청""
https://t.co/SAqSxtRgGG"
2861,학원에도 백신패스가 적용되어 2차 접종을 마치지 않은 사람은 비대면 수업으로 전환한다고 한다. 저기.. 솔직히 조금 부럽습니다. 저도 비대면으로 듣고 싶어요. 이런 말 좀 그래? 그치만 추워서 나가기 싫은걸?!
2862,"""백신패스 법적투쟁 불사"" 고3학생, 헌법소원 청구 예고…현재까지 400명 참가

- 늘 말하지만 이런 학생이 한국최고학부에 입학해야 합니다.
성적? 중요하죠....하지만 이런 것이 더 중요합니다."
2863,@lbd135 고소하실 때 저도 같이 하고 싶습니다. 양대림이라는 어린 친구가. 백신 패스에 대해 집단 위헌 소송을 했더라구요.. 늦어서 참가를 못한 아쉬움..
2864,"오늘 백신패스 공지 젤처음 뜨자마자 한겈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
여러분 어차피 카카오톡 보여줘도 신분증 제시해야되요!
귀찮아도 주민센터 한번방문해서 세상 편하게 삽시닼ㅋㅋㅋㅋㅋㅋㅋ https://t.co/yfj8KnWDTe"
2865,"@G41L2 헉 마자요 쓸은 편지라도 전달 가능했지 스핏은 둘 다 못하네요ㅋㅋㅋㅋㅜㅜ,, 백신패스관도 하니 뭐.. 온라인 우편함이라도 생기면 좋겠어요... ㅜㅜ"
2866,"슬슬 방역패스... 올라오네~
특별한 경우 아니면 백신 접종 다들 합시다~"
2867,"'또 G랄..?'이라기 보다는 처음부터 계획된 거. 위드코로나로 확풀어주고 새로운 변종(오미크론)의 확산의 탓을 미접종자들에 씌우기 위함.
사탄의 하수인들은 늘 희생양을 찾는법
https://t.co/EFG39E2KID"
2868,"진짜 ㅋ 개 어이없음 
위드코로나 하고 첫 오프콘이 소속사합동콘? 거기다 멤2 없는데? 
진짜 진심으로 과제하다 개빡쳐서 들어왔다
추첨제 주제에 가격도 진심이냐? 
적당히해야 받아주지 
이건 뭐 대놓고 호구취급도 아니고;"
2869,"12월 06일 15시 (12월 06일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 41 명
[재원 위중증] 727 명
[신규 입원자] 681 명
[오늘 확진자] 4,325 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
2870,나 머 씨뮤공연 예매했니?...?.?.. 백신패스 안내해줄거면 머선공연인지도 알려주라...
2871,"(댓글) 감기보다 못한 질병때문에 전국민이 백신 맞고 백신패스!  난리법석에 집합제한이 말이 되는가📌 대선 부정선거로 가려는 간첩 문재인 수작이다🔥

병원에서 본 오미크론…“초기 몸살 뒤엔 거의 무증상” (출처 : 채널A) https://t.co/4EhPD8nkqV https://t.co/zXyalm6mnl"
2872,"[중랑구 특별방역대책 및 코로나19 현황 안내]
(2/3페이지)

중랑구민 모두의 안전과 단계적 일상회복을 위해 백신접종과 방역수칙 준수를 부탁드립니다~

#중랑구_특별방역대책 #중랑구_코로나19_현황_안내 #일상회복_1단계_방역_수준_유지 https://t.co/7MiVlw3r1r"
2873,"정부가 29일 발표한 단계적 일상 회복 2단계 유보 등 ‘코로나19 특별 대책’과 관련해, 현재의 확산세를 안정시키고 보건의료체계 부담을 줄이기엔 역부족이라는 평가가 나온다. 
https://t.co/YD8sDcPZg2"
2874,"누가 위드코로나를 뭐라하냐
2년동안 병상, 의료인력 확보없이 위드코로나 운운해놓고
확진자가 4천 넘어가니까 알아서 재택치료하라면
걍 죽으라는 애기 아니냐
그걸 너처럼 국민 탓하려면 정권 내놓고 물러나야지.
국민이 이러건 저러건 최선을 다해야 하는 게 정부 아니냐 
이건 직무유기야 시발아! https://t.co/Xzc6kygLtB"
2875,나는 근데 백신 패스가 보편화 되는건 좀 겁이나 기저질환 있어서 백신 못 맞는 사람들의 세계가 좁아지는건 부당한거 같아
2876,"'청소년 방역패스' 논란..학부모 ""백신 부작용 불안"" 반발 | 다음 뉴스 https://t.co/d7Lu3ZFiMT"
2877,"왜 백신패스가 불공평함?
백신 맞아서 경제 대면 생활로 돌리는거 아님
돈이 있고 생각이 있다면 위기는 변화의 시작일 수 있고 기회임
좌파들이 소리나 지를줄알지 이런게 부족함"
2878,@hwanseung0409 위드코로나 기대갖고 들어갔는데 오미크론 터져서
2879,"12월 05일 10시 (12월 05일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 43 명
[재원 위중증] 744 명
[신규 입원자] 800 명
[오늘 확진자] 5,128 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
2880,백신패스 ㅆㅂ 개빡쳐 진짜 할배들 나한테 따지면 어쩌라고
2881,전국민 투표를 해보고싶어 .. 부스터샷을 맞고싶은지 .. 위드코로나 계속 하고싶은지 .. 인과관계따위 개무시하고 일말의 규명도 없는 정부가 괜찮다고 생각하는지 .. 백신패스하는게 정상적인 사고방식인거같은지 .. 나는 하나도 아닌데
2882,"백신패스 아주 빡세게 실행하고 바이러스 확산 그래도 못 잡으면 국민들에게 백신 강요 안하는 걸로 하면 되겠네. 

반일 정책 쓰는 정부라 그런가…일본이 하는 걸 잘 보고 한국에도 적용해봐. 자존심만 내세우는 것이 뭔 이 상황에 도움이 되냐. 

국내로의 외부입국을 틀어 막아. 국내는 풀어주고."
2883,"위드 코로나 시대 어디로 여행갈까? 전세계 최저가 여행 플랫폼 뛰놀자로!

자세한 내용이 알고싶다면?
https://t.co/qfceRG0zFX

TTAP Protocol Project 홈페이지 : https://t.co/kw0ULy4FFb
TTAP Telegram(KOR) : https://t.co/6GZcCgfrb9
Ttinolja : https://t.co/VrZvTFpqmX https://t.co/WYvyhACnN8"
2884,미접종자 진짜 찾기 힘든데.. 그게 바로 나임ㅎ 대상포진 거의 나아서 (이제 다 딱지 앉음) 얼른 맞아야지 했는데 백신패스가 오늘부터라니 흑흑 몇 달 집에만 있었고 앞으로도 집에만 있어야겠군..
2885,"신규확진자의 2/3가 백신접종자..백신 정체다.
당국과 언론이 오미크론변이 위험을 과장하고 확진자 증가시키며 공포 조성해도,오미크론은 가벼운 증상의 변이일 뿐이고 확진자 99%이상이 무증상.경증이다.
당국은 청소년.소아 접종,부스터샷,백신패스 할 과학적 근거,정당한 명분이 없다! https://t.co/mgLKUejp1X"
2886,그래...코로나 잡힐 낌새도 없었는데 위드코로나 할때부터 알아봤다....그래요 님들 맘대로 하쇼... https://t.co/bZnt0gz9xR
2887,"미세한 정부의 조정 노력을 COVID가 이해하고 잘 따라주길 바란다.

‘위드 코로나’ 한 달 만에 문 닫나… 모임 인원·영업시간 제한 강화할 듯 (출처 : 조선비즈 | 네이버 뉴스) https://t.co/i1aXBZPqz7"
2888,"청소년 백신패스
건강한어른들도 백신맞고 죽는데  겅증도안된 백신을  청소년에게  강제로맞힌다고하네요!
독재국가도 아니고 아이들에게 어찌된지모르는 백신을 강제로 맞히겠다니 무서운 나라입니다.
이럴거면 자식을 낳지말걸 그랬습니다
이게 과연 옳은건가요?
백신패스 반대"
2889,하... 짜증 나 우리 동네 영화관 아직 하는데 백신패스임 ㅋㅋ 장난하나
2890,근데 어차피 연뮤덕들은 관극땜에 백신패스 연장하려고 다 부스터샷 맞았을듯..는 월요일의 나
2891,이제 정식으로 등록된 공연장도 백신패스 진행됩니다 ^ㅁ^  . . 거리두기도 바뀌고 이제 어느 공연장이든 본인확인과 양도는 힘들 것 같네요 (ㅠㅠ)
2892,"술집 백신패스때매 그런가.,? 저녃먹으로온 고깃집 손님 개많다 원래일케안많은데,,"
2893,사실 코로나 전에는 영화관 가는 거 안 좋아했고 코로나 터지고 나서 오히려 영화관 더 자주 가는 거 같은데 그 이유를 까먹고 있다가 오늘 어쩌다 보니 백신패스관 들어가는 바람에 다시 깨달음 사람들 영화관 와서까지 뭐 먹는 쩝쩝 소리 강제로 듣는 거 진짜 너무 괴로움 속이 부글부글 끓음
2894,위드코로나 하면 이정도는 감안하고 했어야하는 거 아닌지 🥲... 겨우 한 달만에... https://t.co/aK2utdtduG
2895,예매기준일 백신패스관 아닌데 백신패스관으로 바뀌는거 짜증나 ㅡㅡ 거리두기 해라 극장들아 ㅡㅡ
2896,"위드 코로나 잠시 멈춘다..수도권 6명, 식당·카페 '방역패스' | 다음 뉴스 https://t.co/PRu90NjgUI"
2897,"백신..선택이라 안맞았는데...역시 맞아야할거같당..부모님이 반대하시지만 난 백신 맞고싶기도..
...백신패스?그런거때문이기도하구.."
2898,"12월 08일 15시 (12월 08일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 63 명
[재원 위중증] 840 명
[신규 입원자] 860 명
[오늘 확진자] 7,175 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
2899,백신패스(방역패스) 도입을 반대합니다. (꼭 한 번 봐주세요) &gt; 대한민국 청와대 https://t.co/1oadd5Mt8Y
2900,"12월 07일 17시 (12월 07일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 64 명
[재원 위중증] 774 명
[신규 입원자] 716 명
[오늘 확진자] 4,954 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
2901,@prohyoemsaengin 그니깐 숨소리조차 잘 안들리는 곳에서 백신패스 ㅇㅈㄹ
2902,"잠깐 CGV 상영시간표 보는데
모든 스크린이 [백신패스관] 붙어있는데 이거 맞나?? https://t.co/q6t0yQusHG"
2903,음..  눈치보다가 결국 백신패스 적용하네ㅡㅡ https://t.co/I6FwnEyQcX
2904,"12월 08일 11시 (12월 08일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 63 명
[재원 위중증] 840 명
[신규 입원자] 860 명
[오늘 확진자] 7,175 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
