,han_text
3388,백신 패스 찬성론자들 백신 부작용으로 뒈지게 해주세요
3389, 희재 오피셜 인스타그램 부산 콘서트 입장 관련 안내 월일 발표된 코로나 특별방역대책 추가 조치에 따라 등록 공연장도 백신 패스가 적용되었습니다 공연 당일 관객 전원에 대해 백신 접종 완료 혹은 검사 음성 확인이 진행될 예정이오니 필요한 증명서를 준비해 주시길 당부드립니다 
3390,백신 패스 씨발련들아 차 맞고 열나서 뒤질뻔했는데 어떻게 맞아
3391,위드 코로나 반대 상황이 이렇게 악화되는 도중에도 일상 회복하는데 말이 됩니까
3392,나도 백신 패스 스티커 받았다  뒷면이 영문 면허증이라 붙여주시기 되게 난감해하셨는데 어떻게 빈칸 찾아서 잘 붙여주셨다 다행
3393,아니 왜냐면 ㄹㅇ울 매장만 봐도 백신 맞고 죽을까 봐 나 빼고 다 안 맞음  휴무에 개 놀러 다니고 평소에도 술 마시러 자주 다님  백신 차만  초중반 ㅋㅋㅋ 이러는데 위드 코로나 외치니까 확진자가 늘지 시작하자마자 다른 지역에서 놀러 온 단체 손님들 와서 규제 없지 않냐고 ㅠ
3394,영화관 백신 패스 어떻게 해 가자마자 주머니에서 구깃구깃 네 번 접은 종이 꺼내서 신분증이랑 스윽보여줘
3395,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
3396,위드 코로나와 함께 연말 특수를 기대했던 자영업자들의 한숨이 깊어지고 있습니다 오미크론의 등장에 다시 사회적 거리두기 격상 카드가 검토되고 있기 때문입니다
3397,진짜 너무 멍청해서 할 말이 없다 백신이 효과가 있든 없든 개인의 인권침해에 해당하는 백신 패스를 저렇게 옹호한다고 분명 처음엔 자유의사로 맞으랬는데 백신이 백신 답다면 또 몰라 돌파 감염이라는 개소리로 백신 효과 없는 주사 가지고 집 밖으로 나가지 마라 와 공산당이 따로 없네 아고 무서워라
3398,백신 패스일 명 방역 패스 다시 한 번 결사반대합니다  대한민국 청와대 
3399,학교는 전면 등교 강행하면서 학원가 사교육은 백신 패스 강행하는 건 뭔 시추에이션인지 모르겠다 지금 중고등학교 수업이 제대로 안되니 학원으로 도는 건데 뭐가 거꾸로 가도 한참 거꾸로  현장을 몰라도 너무 모르네
3400,모레 뮤지컬 보러 가는데 방역 패스 필요하대서 당장 코 찌르러 가라는 건가 식겁했네 백신 맞은 것만 증명하면 되는구나
3401,백신 패스 실패하고 중공 딥스 소멸 가능성 높다 존 번 위너
3402,위드 코로나는 누가 정했어요 
3403,뭐 아직 모른다 하지만 오미크론이 증상이 약한 건 맞는 거 같다 뭐 백신 맞아서 그럴지도 모르지만 백신 두 번은 이제 거의 다 맞았잖아 델타가 오미크론으로 교체되면서 위드 오미크론으로 코로나 끝났으면 좋겠다
3404,일 이후부터 맞을 수 있고 일 경과하면 백신 패스가 무효화돼요
3405,아니 확진자 수 천명으로 방역수칙 완화도 안 할 거라는데 메가박스는 전관 백신 패스 관로 운영한다고 뭔 개 같은 소리여
3406,백신 패스와 관련된 두 번째 꼭지 제목은 미접종자 보호인즉 백신 패스의 시행은 백신 안 맞은 사람을 차별하고 사회에서 배제하기 위해서가 아니라 개인 건강상의 이유기 저 질환 등 필치 못한 사유로 백신을 접종하지 못하는 미접종자에게 코로나가 전파되는 걸 막기 위함 
3407,자영업자들 못 살겠다 아우성 코로나 백신 패스 당장 철회하라   
3408,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
3409,신기한 거 보여드릴게요 오늘 아침 운동전 이바디 지금 저녁 운동전 이바디 업무 중에 근 성장하고 온 나놈 ㅋㅋㅋ이 것은 돈가스 덕인가 백신 패스로 날려버린 근 손실 복구 완료 기분이 키분이 너무 좋네요 
3410,차 대유행까지 뭐 했나 이모란  방역 기획관 역할 의문 출처  데일리안  네이버 뉴스  지난 월 기사다 섣부른 위드 코로나와 백신 패스의 배후에 그 모란을 의심할 수밖에 없다
3411,위드 코로나 시대 운동하는 법 걷기 댄스 골프까지 앱으로 합니다  출처  캐시 워크  네이버 포스트 
3412,백신 패스 시대에 필수 예방접종 증명서 발급은 하셨나요
3413,체육관에서 운동할 때도  착용하고 씻고 나와서 스킨로션 바르고 바로 마스크부터 쓰고 어디 가면 손소독부터 하고 버스 탈 때도 손잡이 잡으면 그 손만 쓰고 내리면 바로 손소독하거나 아예 손잡이 안 잡고 그랬는데 혼자만 열심히 하면 뭐 해 위드 코로나 일 뿐인데 다들 코로나 종식된 줄 아나 봐
3414,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
3415,방역 패스가 적용돼 독극물 판매  백신을 접종하지 않으면 독극물 팔아요 해당 시설을 방문할 수 없다 청소년  사이 안화 칼륨 판매    사이 안화 칼륨 팝니다       
3416,명대 건너뛰고 명이 누적 사망 명 넘었다 상보 단계적 일상 회복 위드 코로나 이후 매주 명씩 뛰어오르다가 이날은 명선을 건너뛰고 명선에 올랐다
3417, 오미크론 번이가 지금까지 나온 어떤 백신 보다 더 효과가 있을 수도 그래서 들 이렇게 백신 패스로 기본접종 강요에 부스터 샷까지 강요하는 거 같습니다 생산된 백신 떨이치는 기분
3418,청소년 백신 패스 걱정이 걱정을 낳고 있다 아이라 조심스럽고 생각이 많다 학원 독서실 안 보낼 수 있다 하지만 시험일 날 수능날 같은 아이의 인생과 관련된 때 예외일수 없고 그러기 위해선 백신을 맞아야 하고 어른들이 잘 지켜줬다면 숙고할 시간이 많았을 텐데 그 부분이 아쉽다
3419,위드 코로나로 평상으로 돌아가고 있는 일본 무엇이 다른가
3420,아니 나는 백팩 다 마셨고 상관없는데 백신 패스는 좀 당황스럽군
3421,백신 패스 확대로 백신 접종 강요를 비판하는데 계속 백신 자체는 맞는 게 이득이라는 논리로 대응하는 건 왜 지 맞으라고요 다만 안 맞을 권리도 보장해야 한다는 겁니다 그 권리를 제한하려면 돌파 감염과 백신 사망에 관한 설득력 있는 근거를 제시해야지요
3422,나 솔직히 백신 패스 맘에 안 듦 너무 강요하는 거 같음 그리고 알러지등등으류 맞고 싶어도 못 맞은 사람도 잇는데 먼
3423,아 전부 백신 패스 관 됐구나 거리두기 적용하고 취식 금지니까 괜찮지 뭐
3424,뉴스 하이킥 학부모 단체 측 방역 패스 적용하려면 학교부터 해야 모순적 정책 이윤경 참교육을 위한 전국 학부모회 회장 청소년에게 백신 접종 강요할 순 없어  부작용이 나타날지 몰라 불안한 마음  치료제 개발에 더 집중해야 
3425,개새끼들아 백신 패스 공산주의 방법 왜 쓰냐고 백신 의무 화가 강제지 머냐고 이 새끼들아 돌파 감염이 더 많다고 개새끼들아 미접종자들 차별하냐고
3426, 위드 코로나 시행 준비와 대응이 적절했는지에 대한 비판이 쏟아지는 가운데 부모들은 정부가 방역 강화책으로 설익은 학원 방역 패스를 내세웠다고 생각할 수밖에 없다
3427,이재갑 교수 방역 패스 강화를 백신 의무화라고 하는 분들께 
3428,이재갑 한림대 강남성심병원 감염내과 교수는 일 정부가 방역 패스 접종증명 음성 확인제를 확대키로 한 것에 대해 일각에서 백신 의무화 조치라고 평가하는 것과 관련해 방역 패스는 미접종자들이 접종을 안 하셨으니 음성확인서라도 내는 책임 있는 행동을 요구하는 것이라고 반박했다
3429,백신 패스 도입에는 찬성하지만 솔직히 그거 거부하는 사람들부터 못 조지는 게 계속 지속되면 회의적으로 바라볼 수밖에 없을 듯
3430,여론조사 국민  현 상황 위험 위드 코로나 불신 커져 출처  시사저널  네이버 뉴스 
3431,백신 백신 패스 반대가 다른 사람과 지역사회의 안전할 자유를 침해한다는 생각은 못 하는 듯 흡연권보다 건강권이 우선하는 원칙처럼
3432, 아앗 그러게요ㅠㅠ 요새 위드 코로나이긴 하지만 위험하시니깐 몸 조심하시고ㅠㅠㅠ 같이 틋터에서 놀아요
3433,백신 패스 확대는 좋은데 그거 과태료 기관 말고 본인에게 물게 하면 안 될까 진짜 이렇게 빌게 자영업자 하나 더 죽으면 정신 차릴 거야 안 차릴 거 알지만
3434,방역 패스를 지킬까 마스크로 그 개지랄 떠는 애들이 백신을 받았을 리 없고 그런 애들은
3435,솔직히 극장도 먹고살아야 하니 자영업자 입장에서 백신 패스 관부터 해서 확대는 당연한 순리라고 생각하는데 장기적으로 좆으로 나 이후에도 오히려 그런 조치가 와 공생 가능한 조치인지는 모르겠다 물론 씹네끨만으로는 극장이 장사가 안 되지만 대중도 굳이 극장까지 찾게 할 거면 차별화가 있어야지
3436, 안 그래도 확진자 증가 추세에 위드 코로나 실패를 인정하면서 모임 수 줄이긴 싫었는데 오미크론 등장으로 책임 회피
3437, 백신 패스 건재하길
3438,종교시설 백신 패스 의무화합시다 정부에서도 드라이브 걸고 교계에서도 자발적으로 운영하는 것으로 숨어 있는  미접종자 줄이는 데는 이게 젤일 듯
3439,방역 완전 실패 국민 기만 한 사기 방역 이제는 강제 독재 방역 한국 군인 학생 강제 접종 일본 감염자 사망자 스웨덴 위드 코로나 성공 아프리카 접종률    감염자 급속히 감소 사기 방역 강제 접종 접종 사망자 명 돌파 감염 프로
3440,신규 확진자 계속 늘어도 위드 코로나 계속하겠지 등교는 계속 시키고
3441,쓰 복 많 인스타그램 전쟁터 된 현재 상황 이렇습니다 백신 패스 반대 
3442,대구가 전 세계 뉴스에 역병 창궐하는 죽음의 도시로 나왔을 때 모두가 대구 사람들을 꺼려 하고 피했을 때 코로나에 대한 정보가 전무했을 때도 조금의 망설임 없이 사랑하는 부인과 함께 대구로 달려간 안철수 후보를 잊지 말아 주세요 그런 사람 또 없습니다 위드 대구 위드안 
3443, 미성년자 백신 관련한 주간의 계도기간 중에는 미성년자는 백신 패스가 필요하지 않습니다
3444,문재인 공식 발표 세세 백신 패스 확대 부모님들 큰일 났다  출처 
3445,이스라엘이 위드 코로나 해서 피 봤다가 부스트 샷으로 간신히 정상화되고 영국과 독일은 확진자 반 이상이 대랍니다 우리나라는 중학교 이하 애들 접종 완료율 대이고 덕분에 아는 중학교들 하루건너 확진자 나와서 난립니다 에효
3446,백신 패스 독재 공산당 타령ㅋㅋㅋㅋ진짜 탄압이나 받아보고 저런 소리를 하는 걸까 앞으로 의학적 사유 말고 그냥 안 맞은 미접종자 설자리 계속 줄어들겠지 그래도 정신 못 차리고 기성전 독재 타령할 듯
3447,결국  방역은 정권 유지용이었다는 생각이 들 수밖에 없음 의료 인력 연간 갈아 넣고 더 이상 답 없으니 이제 와서 위드 코로나 핑계로 어차피 막바지 정권이고 국민들이 보기에 그냥 손 놓고 있다고 생각해도 뭐라 할 말이 없음 애초에 전문가들 말 듣고 대만처럼 막았다면 결과는 많이 달랐겠지 
3448,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
3449,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
3450,아니 생각해보니 방역 패스 좆같네 아니 청소년 백신 강제로 접종률 끌어올릴 려 하네야 세상이 말쎄야말쎼 아니 부작용 오면 어쩌려고이야 방역당국 막 나가네
3451,위드 코로나 하자고 난리 치자고 하더니 이제는 감염자 늘어난다고 문재인 대통령 해코지하고 대통령 아깝다 씨발 빨리 퇴임하셔야지 이 꼬락서니 더 보는 것도 짜증 나 죽음이네 위드 코로나라고 처 만나고 놀고먹고 마시고 하니까 늘어나지 정부가 위드 코로나로 풀어줘서 늘어나냐 
3452,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
