,text
3569,"일룸, 위드 코로나 속 소파 수요 증가 적극적인 마케팅 나서 https://t.co/muMzJMpVFA"
3570,저 백신 안맞은 동생이랑 1차만 맞은 저랑 백신패스관 이터널스 보러갔는데 들어갈수잇엇어요
3571,"※ 18세 이하 미접종 관객 및 불가피한 사유의 백신 미접종 관객은 PCR 검사를 통해 음성 확인을 받아주시기 바랍니다.

코로나19 단계적 일상회복 1단계 방역 수칙 관련 자세한 내용은 예매페이지를 꼭 참고해주시기 바랍니다."
3572,단계적일상회복은 발음이 너무 어려워
3573,[코로나19] 본격 시작된 단계적 일상회복! '방역패스' 발급 방법과 혜택을 총정리해 보았어요~ ⇒ https://t.co/dqLGtiXDTX https://t.co/PBVlSN56fr
3574,"*2021년 11월 1일(월)부터 적용되는 '단계적 일상회복 이행 계획'에 따라 백신 접종 완료자와 PCR 음성 확인자만 공연을 관람하실 수 있습니다. 예매 전 상세 안내를 반드시 확인해주시기 바랍니다.
*본 공연은 MPMG ACADEMY의 수강생들이 진행합니다."
3575,"▶위드 코로나를 넘어 위드 패밀리로~

#위드패밀리 #중기이코노미 https://t.co/lLJt7uSRHE"
3576,"1) 단계적 일상회복 1단계가 시작된지 2주가 지났으며, 방역수칙 완화 이후 지속적으로 확진자 수가 증가하여 서울과 인천의 중증 환자 병상 가동률이 75%를 넘었고, 경기도도 70%를 넘었습니다."
3577,"사실상 위드 코로나 끝난 유럽…각국 ""봉쇄조치 돌입"" https://t.co/TzTGlQipPW / 순간 코로나가 해결된건줄 알고 잘못 봤다가 다시보니 확진자가 전으로 돌아갔다는 내용인데.. 이렇게 풀렸다가 봉쇄했다 반복하다보면 어느순간 풀렸을때 내일이 없는것처럼 놀아야지 하는 위험순간이 오지 않을까"
3578,"11월 14일 10시 (11월 14일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 20 명
[재원 위중증] 483 명
[신규 입원자] 465 명
[오늘 확진자] 2,419 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3579,"국민의힘 윤석열 가족사기단 본부장은 ""문재인 정부의 위드코로나 방역정책은 비과학적""이라며 쩍벌하며 쓸쓸히 자리를 지켰다. 대체 김건희는 어디에 있는건희?

尹, '위드 코로나' 속 야구 직관..방역지침엔 ""비과학적"" 비판 | 다음 뉴스 https://t.co/J0ENOHuDRw"
3580,"[상권을 알면 가치가 보인다] 위드 코로나 시기에 재조명되는 주말상권 상가

https://t.co/fEAaoXGXoH"
3581,단계적 일상회복과 함께‘제14회 충남·제16회 논산예술제’개막 https://t.co/gbHmftl0gA
3582,단계적 일상 회복!!!!@!!!!@!!!! 불타오른다!!!!!!!!!!
3583,"""백신패스반대 백만 온라인 서명 운동"" https://t.co/fuI3osr7oX"
3584,@plowp123 할로윈 때 사람들 많이 모이는 거 알면서 굳이 바로 11월부터 위드 코로나를…
3585,위드코로나가 되자 환자가 급증했다. 코로나 바이러스가 없어진것이 아닌데도 자기 몸을 자기가 돌봐야되는데 방심하고 있다. 가장 좋은 방법은 치료비를 자부담하라는 것이다. 공짜면 양잿물도 마시는 한국인이라 병원비가 공짜라고 자가격리대신 병원을 원하고 중환자실에서도 퇴원을 거부한단다.
3586,"단계적 일상회복 전환, 어떤 건강증진사업을 원하시나요??
https://t.co/KskLDJlskZ"
3587,"위드 코로나에는 ‘위콘’이지! - 동부창고 ‘위드 콘서트’ 신청하세요

https://t.co/Pi0PR35nbM https://t.co/iZ5k2vq5Vy"
3588,‘위드 코로나’로 제25회 부천시장기 축구대회 ‘부활’ https://t.co/108FFSALln
3589,하 트친님들 아가들이 하나둘씩 자가격리 대상자가 되는 걸 보고 있으니 우리도 머지 않았단 생각이 자꾸만 든다. 금요일에도 다른 반 아이가 자가격리 대상자가 되어 어린이집 긴급 폐쇄했는데ㅠㅠ… 이게 바로 위드 코로나인가… 마음의 준비를 해야겠음…
3590,내일부터 백신패스를 누릴 수 있는건가 그전에 집밖으로 나가던가 해야지
3591,@sco_824 근데 이게 방역조치 하냐 안 하냐로 식당 닫냐 안 닫냐가 갈리니깐요... 송년회 시즌에 모임 하냐 안 하냐도 갈리고요. 개인적으로는 1차접종률이 8할이 넘는데 백신패스를 좀 세게 강제했으면 좋겠는데 말입니다.
3592,나 최근에 술만 먹었다 하면 위경련와서 아...술이 안 받네..라고 생각했는데 급하게만 안 마시먄 되더라고..그 전에는 위드코로나 전이여서 30분만에 술 한 병 호로록 하고 나갔어야 해서^^...
3593,"미국, 백신 수천만 접종분 ‘쓰레기통’에…“멕시코와 백신 나누자”
https://t.co/8lB1dmnOZP 
 위드코로나의 시작, 스스로를 지키기 위해선 백신 독점보다는 나눔이 필요하다는 인식이 국경 지역부터 시작되고 있습니다."
3594,"코로나 백신 임상 참여하면 `방역패스` 예외 인정

https://t.co/nGVcVAltyB"
3595,"'위드 코로나' 이후 오히려 줄줄이 하락한 항공주들
https://t.co/jhf54Ju9QL"
3596,접종률 90%에도 신규확진 4000명대..'위드코로나' 폐지하는 유럽 https://t.co/aVpWBRnfJn
3597,앞에 영화관이 새로 생겨서 연애빠진로맨스 보러 왔는데 백신패스관밖에 없어서 못 보고 나옴 어떻게 일반 상영관이 하나도 없을 수가 있지
3598,"[기획특집] 순천시, 위드코로나 선제적 이행 ‘착착’...그 비결은? https://t.co/uQQfFd8ATK 

“가슴이 뻥 뚫리는 것 같습니다”
#기획특집 #순천시 #위드코로나 #선제적 #이행 #착착 #비결은 #전국매일신문 #순천 #허석 #허석시장 #순천시장 #순천만야시장 #권분운동 #실물경제 #일상회복 #전남순천"
3599,"#성남장복 #조이누리버스 #휠락투어버스 #장애인 #장애인가족 #여가문화 #서울식물원 #남이섬여행
“단계적 일상회복”에 따라 조심스럽게 일상에서의 행복을 되찾고 있는 요즘, 조이(Joy)누리가
장애인 및 가족을 모시고 가을나들이를 다녀왔습니다. https://t.co/IFHvEuAdfN"
3600,"@Koremb_Austria 이것을 사람들에게, 지금은 아이들에게까지 맞도록 강요한다는 것은 끔찍한 일입니다. 저는 다시 한번 의사들에게 호소합니다. 효과적인 치료제들을 사람들에게 처방 하시라고. 그린 패스? 그것은 백신을 맞게 하려는 마케팅일 뿐입니다. 우리가 음모론자라구요? 아니요."
3601,단계적 일상회복 전에도 확진자 수 이천명대였어. 두세배 금방 늘거라고 얘기 다 했던거고. 근데 의료현장은 계속 준비가 미흡하다고 하고. 반복되는 상황에 왜 대처를 못하는걸까나.
3602,쇼타로 자꾸 시즈니 만나는게 소원이라고 하는데 위드코로나하면 비대면이 달달한 핫초코엿구나 느낄거다
3603,확진 첫 4000명 ↑..위드코로나 대위기 | 다음뉴스 https://t.co/QoFlIGzeAZ https://t.co/7U3uHsrcRP
3604,이와중에 국가는 백신 패스를 도입해서 미접종자 or 불완전 접종자의 몸을 규율하려고 들고잇음. 백신 패스가 안티백서?들 때문에 사람들이 차별아니라고 생각하는거 같은데 난 차별 정책 맞다고 생각함. 불완전 접종자의 몸이 모임에 끼면 사적모임 인원 제한되고 어떤 특정 공간에 갈 수도 없게됨
3605,"문재인 정부가 생각없이 위드코로나 어쩌고 떠들어 댈 때부터 알아봤다. 대통령이 멍청하니 국민들만 죽어난다.

김부겸은 국민들한테만 지랄말고 니나 방역수칙 잘 지켜라.. 민주당 쓰레기들은 하나같이 전부 내로남불 쓰레기들 임.

https://t.co/VyJFMlhhbm"
3606,"#위드코로나

이미 소비심리는 개선되기 시작 
주식 시장에선  일부 의류관련 종목들 거래량이 조금씩 늘고 있고

위드코로나 하면 여행, 관광부터 떠오르기 마련이지만 실천으로 옮기기엔 저항이 있으므로,
바로 즉각적으로 피부에 와닿는 소비쪽을 먼저 봐야겠지.

단, 확진자가 문제긴 하다.. https://t.co/b38WSattwy"
3607,어찌 되었든 담주부터 거리두기 할 것 같은데 이왕 설연휴까진 했으면~ 아직 위드코로나 일러~
3608,아니씨바 위드코로나하면 확진자 많아질거 당연히 염두에 둔 거 아님 ???? 황당하네 https://t.co/GN3kRklSbu
3609,코로나19 백신 임상시험 참여하면 방역패스 예외 인정 https://t.co/j4RNa9sg6i
3610,"저런 불안감 조성하는 트윗 관종같이 올린거 어이없음 
나한테 맞으라고 한 사람들 진짜^^ &lt; 넘 생각없는 스토리 아니냐거

치어 백신패스 방침에 대해서 정확히 모르니 중립

부작용은 잠 안오는게 아니라 진짜 숨 안쉬어지는거니깐 이해해 줍쇼"
3611,"코로나 시대를 2년가까이
견뎌오면서 나름의 힘듬시간을 견뎌왔습니다.
2년가까이 힘든시간을 보내면서
위드 코로나 시대가 왔고
다시금 도움을 받고 감사함을
느낀는 기간이였습니다.
받은 관심과 진심 만큼은 부족하지만
나름의 감사 함을 표하고자합니다.
12월8일9일수목
12월15일16일수목
타랭"
3612,우리 말고 타가수분들도 내년에 해외투어 많이 도나봐...위드코로나한다고 해외로 가나보네..걍 전국투어 안될까
3613,"하나만 해 하나만 터져도 어쩔 수 없다는 식으로 하려고 위드코로나 한거 아니였냐고
그럴거면 왜 위드코로나 해서 팬미팅 콘서트 할 수 있게 해가지고 사람 들뜨게 만들었냐고ㅜㅜ
하나만 하자 하나만ㅠㅠ https://t.co/I3B3HpsVgp"
3614,전창곤 여수시의장 “위드코로나 맞아 2차 재난지원금 지급해야”#여수시의회 #전창곤의장 #위드코로나 #2차재난지원금 #여수시민단체  -&gt; 자세히보기 https://t.co/YWXn4HxyJJ https://t.co/Zah3Ecyqfp
3615,야구 그냥  관람하는 관객은 음성 인증 혹은 백신 2차 다맞아야 가능한 단계적 일상회복 지침인데 관계자들은 그런 것도 없이 일해도 되는 거였음? ㅋㅋㅋㅋㅋㅋ
3616,오늘부터 헬스장 등 실내체육시설 백신패스···위반하면 '10만원' https://t.co/ZJXNJC7SWD
3617,"@melon #MMA2021 #MMA티켓이벤트 예전에 좋아하던 아이돌 콘서트 티켓 추첨제에 붙었다가 코로나 19 때문에 취소되버리고 엉엉 울어서 우울증까지 갖게 되어버렸는데 위드코로나로 방역체계가 전환되는 와중에 정말 너무 반갑게 들려오는 멜론뮤직어워드 오프라인 소식입니다,.."
3618,오늘 사망자 사상 최고더군. 이제 걷잡을 수 없을 거다. 위드코로나 하면 당연히 이렇게 되는 거 몰랐냐. 당연히 이렇게 되는 거였는데 진짜 웃기는 놈들이다. https://t.co/V0PYOWZDCM
3619,"정말로 한번도 겪어보지 못한 대한민국이다.. 이게 그 자화자찬 하던 K방역이냐?? 😡😡文과 민주당은 역겨운 위선 덩어리 그 자체다..
하루 확진 4000명 육박 역대 최다... 위드코로나 일시중단 기로 (출처 : 조선일보 | 네이버 뉴스) https://t.co/BksD7xyAtM"
3620,"11월 14일 05시 (11월 13일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 32 명
[재원 위중증] 485 명
[신규 입원자] 549 명
[오늘 확진자] 2,325 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
3621,@kkyumyu 진짜요 ㅠㅜㅠㅠ 아무리 지자체 공연이라고 해도... 넘 환호성 지르는 거 너무 심한 거 같아요 위드코로나라긴 하지만 코로나는 코로난ㄴ데ㅜㅠㅠ
3622,단계적 일상회복인데 벌써부터 걍 ㅋㄹㄴ 종식된거처럼 행동하니 그렇지
3623,언제나 부탁만 드려야하는 것 같아 죄송스럽지만 한국만의 위드 코로나는 함께 연대하면서 공존하는 그런 모습이었으면 합니다.
3624,ㅅㅂ백신패스관
3625,"어차피 지금까지 안맞은 사람들은 물리적으로 잡아 맞추지 않는 한 안 맞을 거고 결국 수천만회분 예약된 백신은 접종자인 당신들에게 3,4,5,6차 부스터로 소화될 거라고. 백신패스가  바로 당신들 목을 조를거라고요 최소한 6개월은 괜찮으려나 했는데  한두달 뒤면 당신들도 미접종자네요"
3626,"2. 12月 경기전망 업종별 양극화..""제조업 어둡고 비제조업 밝다""
- 12월 종합경기전망 BSI '100.3'..4개월 연속 기준선 넘겨
- 제조업, 中發 원자재·부품 수급 난항으로 부정적 전망
- 비제조업, 위드코로나·연말 성수기 등 긍정적 전망
https://t.co/jk8Pp3Us3T"
3627,"'위드코로나' 자유 맛본 유럽…재봉쇄 조치에 곳곳서 항의시위

https://t.co/ZNGF16KtLx"
3628,"[뉴스AS] 지난 1일 정부가 단계적 일상 회복(위드 코로나)을 시행한 뒤 코로나19 확진자와 위중증 환자가 증가 추세를 보이고 있다. 한국에 앞서 위드 코로나를 선언한 뒤 코로나19 상황이 악화한 다른 나라들은 어떻게 대응하고 있을까.
https://t.co/V5OSB6rYmq"
3629,"위드 코로나로 전환하면서 어쩔수 없는 일로 예상을 하면서도 가장 우려했던 코로나 방어막에 균열이 가기 시작했습니다.
https://t.co/4w0RILpHnc"
3630,민노총은 2만명모이는데 서울시에서 시위불허받아도 경찰 차량검문도 안받고 좌빨들은 문재앙 치하에서 참좋겠노 씨발ㅋㅋㅋㅋ 2만명이 모이는게  문재앙이 사랑하는 위드코로나임? ㅋㅋㅋㅋㅋㅋㅋ
3631,"[라울선생님의영어혁명제국] BAND :: 위드코로나시대에 수요폭발 중인 컨벤션 자격증!

수강료 0원으로 온라인에서  취득해보세요!... 
https://t.co/C7EG5BXJ7G"
3632,3187명…? 위드 코로나가 코로나를 몸 안에 넣는 거였어..?
3633,접종률 90%에도 신규확진 4000명대..˙위드코로나˙ 폐지하는 유럽 (출처 : 바람아래 | https://t.co/rpvo91tPGZ 블로그) https://t.co/k7YsSKna6r https://t.co/Ny45ZieSwh
3634,최악 치닫는 위드 코로나…'입원 대기 중 사망' 5주간 38명 | 사회 : 네이트 뉴스 https://t.co/HQHTzf6aHV
3635,"코로나19 단계적 일상회복 1단계 방역수칙에 따라 접종완료자(접종 완료 후 14일 경과), PCR 음성 확인자(48시간 내)에 한해 거리두기 없이 운영됩니다.

공연장 입장 시 ‘백신 접종 완료 증명서 확인 또는 PCR 음성 확인’이 진행될 예정이며, 해당 사항이 확인되지 않을 시 입장이 불가합니다. https://t.co/rxHz5Rx86k"
3636,듄 영화관에서 보려고 했는데 백신패스 해야됨..짱나..
3637,요즘 위드코로나 어쩌고라 손님들 늦게 오는듯... 다들 바깥에서 술먹고 와서 우리는 막 10시부터 늦손님 터짐...
3638,"@akatuki11 언론들의 위드코로나 타령이 모든걸 조졌다… 고 생각 
뭘 위드야 살아남을 자신있나!"
3639,"🌍좌파는 
국가경제발전의 정책을
펴지않는다는 증거 입니다

국민개인의 삶을 짓밟을뿐입니다
세금 착취 입니다
나눠주는것ㅡ국가를 거덜 내겠다는뜻 

국민이 가진것이없어야 집권자에게
복종 한다는정책을 펴는거죠

백신패스역시 히틀러식의허가증을
도입한듯ᆢ
사회주의로 가고있습니다ㆍ https://t.co/sTllGUSDqU https://t.co/tGDLZitBL0"
